District,Year,Type of Industry,Govt Employees,Semi Govt Employees,Private Employees,Total Employees
Dharashiv,2021,"Electricity Generation, Gas, Water And Sewage Services",0,1175,60,1235
Dharashiv,2021,Construction,1038,0,1105,2143
Dharashiv,2021,Wholesale And Retail Trade And Hotel Business,46,21,714,781
Dharashiv,2021,"Transportation, Warehousing And Transportation",980,2715,163,3858
Dharashiv,2021,"Finance, Insurance, Real Estate And Trade Services",113,652,1410,2175
Dharashiv,2021,"Collective, Social And Individual Service",22613,3271,9692,35576
Palghar,2014,Agriculture,3527,268,184,3979
Palghar,2014,Mining,0,0,179,179
Palghar,2014,Commodity Manufacturing,176,519,80167,80862
Palghar,2014,"Electricity Generation, Gas, Water And Sewage Services",367,5551,3151,9069
Palghar,2014,Construction,2664,3287,1427,7378
Palghar,2014,Wholesale And Retail Trade And Hotel Business,84,0,7059,7143
Palghar,2014,"Transportation, Warehousing And Transportation",317,13892,778,14987
Palghar,2014,"Finance, Insurance, Real Estate And Trade Services",3276,9097,47879,60252
Palghar,2014,"Collective, Social And Individual Service",40385,38291,41777,120453
Palghar,2015,Agriculture,3547,264,187,3998
Palghar,2015,Mining,0,0,184,184
Palghar,2015,Commodity Manufacturing,179,531,80238,80948
Palghar,2015,"Electricity Generation, Gas, Water And Sewage Services",396,5564,3188,9148
Palghar,2015,Construction,2679,3308,2008,7995
Palghar,2015,Wholesale And Retail Trade And Hotel Business,0,0,7069,7069
Palghar,2015,"Transportation, Warehousing And Transportation",352,14021,804,15177
Palghar,2015,"Finance, Insurance, Real Estate And Trade Services",3362,9463,48209,61034
Palghar,2015,"Collective, Social And Individual Service",40392,37992,42174,120558
Palghar,2016,Agriculture,0,0,0,0
Palghar,2016,Mining,0,0,0,0
Palghar,2016,Commodity Manufacturing,0,0,0,0
Palghar,2016,"Electricity Generation, Gas, Water And Sewage Services",0,0,0,0
Palghar,2016,Construction,0,0,0,0
Palghar,2016,Wholesale And Retail Trade And Hotel Business,0,0,0,0
Palghar,2016,"Transportation, Warehousing And Transportation",0,0,0,0
Palghar,2016,"Finance, Insurance, Real Estate And Trade Services",0,0,0,0
Palghar,2016,"Collective, Social And Individual Service",0,0,0,0
Palghar,2017,Agriculture,0,0,0,0
Palghar,2017,Mining,0,0,0,0
Palghar,2017,Commodity Manufacturing,0,0,0,0
Palghar,2017,"Electricity Generation, Gas, Water And Sewage Services",0,0,0,0
Palghar,2017,Construction,0,0,0,0
Palghar,2017,Wholesale And Retail Trade And Hotel Business,0,0,0,0
Palghar,2017,"Transportation, Warehousing And Transportation",0,0,0,0
Palghar,2017,"Finance, Insurance, Real Estate And Trade Services",0,0,0,0
Palghar,2017,"Collective, Social And Individual Service",0,0,0,0
Palghar,2018,Agriculture,0,0,0,0
Palghar,2018,Mining,0,0,0,0
Palghar,2018,Commodity Manufacturing,0,0,0,0
Palghar,2018,"Electricity Generation, Gas, Water And Sewage Services",0,0,0,0
Palghar,2018,Construction,0,0,0,0
Palghar,2018,Wholesale And Retail Trade And Hotel Business,0,0,0,0
Palghar,2018,"Transportation, Warehousing And Transportation",0,0,0,0
Palghar,2018,"Finance, Insurance, Real Estate And Trade Services",0,0,0,0
Palghar,2018,"Collective, Social And Individual Service",0,0,0,0
Palghar,2019,Agriculture,0,0,0,0
Palghar,2019,Mining,0,0,0,0
Palghar,2019,Commodity Manufacturing,0,0,3700,3700
Palghar,2019,"Electricity Generation, Gas, Water And Sewage Services",1427,0,459,1886
Palghar,2019,Construction,0,0,151,151
Palghar,2019,Wholesale And Retail Trade And Hotel Business,0,0,304,304
Palghar,2019,"Transportation, Warehousing And Transportation",0,493,677,1170
Palghar,2019,"Finance, Insurance, Real Estate And Trade Services",0,0,0,0
Palghar,2019,"Collective, Social And Individual Service",0,0,0,0
Palghar,2020,Agriculture,0,0,0,0
Palghar,2020,Mining,0,0,0,0
Palghar,2020,Commodity Manufacturing,0,0,3200,3200
Palghar,2020,"Electricity Generation, Gas, Water And Sewage Services",0,0,0,0
Palghar,2020,Construction,0,0,0,0
Palghar,2020,Wholesale And Retail Trade And Hotel Business,0,0,0,0
Palghar,2020,"Transportation, Warehousing And Transportation",0,0,0,0
Palghar,2020,"Finance, Insurance, Real Estate And Trade Services",0,0,0,0
Palghar,2020,"Collective, Social And Individual Service",0,0,0,0
Palghar,2021,Agriculture,0,0,0,0
Palghar,2021,Mining,0,0,0,0
Palghar,2021,Commodity Manufacturing,0,0,3800,3800
Palghar,2021,"Electricity Generation, Gas, Water And Sewage Services",0,0,0,0
Palghar,2021,Construction,0,0,0,0
Palghar,2021,Wholesale And Retail Trade And Hotel Business,0,0,0,0
Palghar,2021,"Transportation, Warehousing And Transportation",0,0,0,0
Palghar,2021,"Finance, Insurance, Real Estate And Trade Services",0,0,0,0
Palghar,2021,"Collective, Social And Individual Service",0,0,0,0
Parbhani,2013,Agriculture,769,78,17,864
Parbhani,2013,Mining,0,0,0,0
Parbhani,2013,Commodity Manufacturing,0,0,16,16
Parbhani,2013,"Electricity Generation, Gas, Water And Sewage Services",1509,1457,19,2985
Parbhani,2013,Construction,62,0,56,118
Parbhani,2013,Wholesale And Retail Trade And Hotel Business,234,3201,155,3590
Parbhani,2013,"Transportation, Warehousing And Transportation",7889,2933,1532,12354
Parbhani,2013,"Finance, Insurance, Real Estate And Trade Services",3431,6233,5120,14784
Parbhani,2013,"Collective, Social And Individual Service",89,8,137,234
Parbhani,2014,Agriculture,769,78,17,864
Parbhani,2014,Mining,0,0,0,0
Parbhani,2014,Commodity Manufacturing,0,0,16,16
Parbhani,2014,"Electricity Generation, Gas, Water And Sewage Services",1533,1460,21,3014
Parbhani,2014,Construction,56,0,52,108
Parbhani,2014,Wholesale And Retail Trade And Hotel Business,234,3201,155,3590
Parbhani,2014,"Transportation, Warehousing And Transportation",7889,2933,1532,12354
Parbhani,2014,"Finance, Insurance, Real Estate And Trade Services",3453,7231,6133,16817
Parbhani,2014,"Collective, Social And Individual Service",91,8,137,236
Parbhani,2015,Agriculture,769,78,17,864
Parbhani,2015,Mining,0,0,0,0
Parbhani,2015,Commodity Manufacturing,0,0,16,16
Parbhani,2015,"Electricity Generation, Gas, Water And Sewage Services",1533,1460,21,3014
Parbhani,2015,Construction,56,0,52,108
Parbhani,2015,Wholesale And Retail Trade And Hotel Business,234,3201,155,3590
Parbhani,2015,"Transportation, Warehousing And Transportation",7889,2933,1532,12354
Parbhani,2015,"Finance, Insurance, Real Estate And Trade Services",3723,7371,7093,18187
Parbhani,2015,"Collective, Social And Individual Service",91,8,137,236
Parbhani,2016,Agriculture,769,78,17,864
Parbhani,2016,Mining,0,0,0,0
Parbhani,2016,Commodity Manufacturing,0,0,16,16
Parbhani,2016,"Electricity Generation, Gas, Water And Sewage Services",1533,1460,21,3014
Parbhani,2016,Construction,56,0,52,108
Parbhani,2016,Wholesale And Retail Trade And Hotel Business,234,3201,155,3590
Parbhani,2016,"Transportation, Warehousing And Transportation",7889,2933,1532,12354
Parbhani,2016,"Finance, Insurance, Real Estate And Trade Services",3723,7371,7203,18297
Parbhani,2016,"Collective, Social And Individual Service",91,8,137,236
Parbhani,2017,Agriculture,772,78,17,867
Parbhani,2017,Mining,0,0,0,0
Parbhani,2017,Commodity Manufacturing,0,0,22,22
Parbhani,2017,"Electricity Generation, Gas, Water And Sewage Services",1605,1485,30,3120
Parbhani,2017,Construction,56,0,60,116
Parbhani,2017,Wholesale And Retail Trade And Hotel Business,309,3230,170,3709
Parbhani,2017,"Transportation, Warehousing And Transportation",7910,2942,1513,12365
Parbhani,2017,"Finance, Insurance, Real Estate And Trade Services",3780,7400,7220,18400
Parbhani,2017,"Collective, Social And Individual Service",2959,155,238,3352
Parbhani,2018,Agriculture,804,82,20,906
Parbhani,2018,Mining,0,0,0,0
Parbhani,2018,Commodity Manufacturing,0,0,22,22
Parbhani,2018,"Electricity Generation, Gas, Water And Sewage Services",1648,1591,42,3281
Parbhani,2018,Construction,69,0,76,145
Parbhani,2018,Wholesale And Retail Trade And Hotel Business,328,3310,192,3830
Parbhani,2018,"Transportation, Warehousing And Transportation",8140,3310,1632,13082
Parbhani,2018,"Finance, Insurance, Real Estate And Trade Services",3809,7560,7540,18909
Parbhani,2018,"Collective, Social And Individual Service",3010,168,280,3458
Parbhani,2019,Agriculture,782,88,27,897
Parbhani,2019,Mining,0,0,0,0
Parbhani,2019,Commodity Manufacturing,0,0,20,20
Parbhani,2019,"Electricity Generation, Gas, Water And Sewage Services",1652,1573,49,3274
Parbhani,2019,Construction,50,0,80,130
Parbhani,2019,Wholesale And Retail Trade And Hotel Business,58,0,170,228
Parbhani,2019,"Transportation, Warehousing And Transportation",8047,3345,1643,13035
Parbhani,2019,"Finance, Insurance, Real Estate And Trade Services",3893,7603,7689,19185
Parbhani,2019,"Collective, Social And Individual Service",3174,210,274,3658
Parbhani,2020,Agriculture,773,92,29,894
Parbhani,2020,Mining,0,0,0,0
Parbhani,2020,Commodity Manufacturing,0,0,32,32
Parbhani,2020,"Electricity Generation, Gas, Water And Sewage Services",1666,1597,52,3315
Parbhani,2020,Construction,43,0,94,137
Parbhani,2020,Wholesale And Retail Trade And Hotel Business,82,0,182,264
Parbhani,2020,"Transportation, Warehousing And Transportation",8220,3380,1654,13254
Parbhani,2020,"Finance, Insurance, Real Estate And Trade Services",4010,7912,7710,19632
Parbhani,2020,"Collective, Social And Individual Service",3403,278,298,3979
Parbhani,2021,Agriculture,773,96,40,909
Parbhani,2021,Mining,0,0,0,0
Parbhani,2021,Commodity Manufacturing,0,0,49,49
Parbhani,2021,"Electricity Generation, Gas, Water And Sewage Services",1666,1608,52,3326
Parbhani,2021,Construction,56,0,121,177
Parbhani,2021,Wholesale And Retail Trade And Hotel Business,82,0,260,342
Parbhani,2021,"Transportation, Warehousing And Transportation",8225,3385,1659,13269
Parbhani,2021,"Finance, Insurance, Real Estate And Trade Services",4032,7927,7720,19679
Parbhani,2021,"Collective, Social And Individual Service",3408,281,311,4000
Raigad,2012,Agriculture,1424,33,175,1632
Raigad,2012,Mining,0,0,0,0
Raigad,2012,Commodity Manufacturing,0,3784,44747,48531
Raigad,2012,"Electricity Generation, Gas, Water And Sewage Services",0,889,7,896
Raigad,2012,Construction,717,1631,179,2527
Raigad,2012,Wholesale And Retail Trade And Hotel Business,0,0,4221,4221
Raigad,2012,"Transportation, Warehousing And Transportation",1604,5372,1981,8957
Raigad,2012,"Finance, Insurance, Real Estate And Trade Services",232,1503,1951,3686
Raigad,2012,"Collective, Social And Individual Service",8053,12052,7379,27484
Raigad,2013,Agriculture,1457,0,189,1646
Raigad,2013,Mining,0,0,0,0
Raigad,2013,Commodity Manufacturing,0,2256,39095,41351
Raigad,2013,"Electricity Generation, Gas, Water And Sewage Services",0,889,0,889
Raigad,2013,Construction,745,1588,180,2513
Raigad,2013,Wholesale And Retail Trade And Hotel Business,0,0,3775,3775
Raigad,2013,"Transportation, Warehousing And Transportation",1604,3293,2388,7285
Raigad,2013,"Finance, Insurance, Real Estate And Trade Services",34,1287,1692,3013
Raigad,2013,"Collective, Social And Individual Service",19865,450,7164,27479
Raigad,2014,Agriculture,1455,0,189,1644
Raigad,2014,Mining,0,0,0,0
Raigad,2014,Commodity Manufacturing,18,2254,44711,46983
Raigad,2014,"Electricity Generation, Gas, Water And Sewage Services",0,889,131,1020
Raigad,2014,Construction,745,1588,239,2572
Raigad,2014,Wholesale And Retail Trade And Hotel Business,20,0,4259,4279
Raigad,2014,"Transportation, Warehousing And Transportation",1605,3803,3140,8548
Raigad,2014,"Finance, Insurance, Real Estate And Trade Services",34,1299,1732,3065
Raigad,2014,"Collective, Social And Individual Service",19987,441,7797,28225
Raigad,2015,Agriculture,1455,0,201,1656
Raigad,2015,Mining,3,0,255,258
Raigad,2015,Commodity Manufacturing,18,2219,45104,47341
Raigad,2015,"Electricity Generation, Gas, Water And Sewage Services",0,889,175,1064
Raigad,2015,Construction,745,1588,284,2617
Raigad,2015,Wholesale And Retail Trade And Hotel Business,20,0,4316,4336
Raigad,2015,"Transportation, Warehousing And Transportation",1605,3731,3106,8442
Raigad,2015,"Finance, Insurance, Real Estate And Trade Services",34,1300,1779,3113
Raigad,2015,"Collective, Social And Individual Service",19945,506,8169,28620
Raigad,2016,Agriculture,1455,0,201,1656
Raigad,2016,Mining,3,0,255,258
Raigad,2016,Commodity Manufacturing,18,2219,47234,49471
Raigad,2016,"Electricity Generation, Gas, Water And Sewage Services",0,889,175,1064
Raigad,2016,Construction,745,1590,335,2670
Raigad,2016,Wholesale And Retail Trade And Hotel Business,20,0,4519,4539
Raigad,2016,"Transportation, Warehousing And Transportation",1605,3731,3148,8484
Raigad,2016,"Finance, Insurance, Real Estate And Trade Services",34,1326,1912,3272
Raigad,2016,"Collective, Social And Individual Service",19949,526,8655,29130
Raigad,2017,Agriculture,1458,0,589,2065
Raigad,2017,Mining,0,2,5,9
Raigad,2017,Commodity Manufacturing,0,2041,48032,50497
Raigad,2017,"Electricity Generation, Gas, Water And Sewage Services",0,889,48,948
Raigad,2017,Construction,855,1566,307,2754
Raigad,2017,Wholesale And Retail Trade And Hotel Business,0,17,1372,1415
Raigad,2017,"Transportation, Warehousing And Transportation",1701,3258,3454,8472
Raigad,2017,"Finance, Insurance, Real Estate And Trade Services",50,1354,1488,3022
Raigad,2017,"Collective, Social And Individual Service",19909,500,8970,29691
Raigad,2018,Agriculture,1458,0,391,1849
Raigad,2018,Mining,1,2,259,262
Raigad,2018,Commodity Manufacturing,792,2776,58353,61921
Raigad,2018,"Electricity Generation, Gas, Water And Sewage Services",0,889,499,1388
Raigad,2018,Construction,1440,1145,311,2896
Raigad,2018,Wholesale And Retail Trade And Hotel Business,0,186,1419,1605
Raigad,2018,"Transportation, Warehousing And Transportation",1700,4704,4259,10663
Raigad,2018,"Finance, Insurance, Real Estate And Trade Services",50,1359,1679,3088
Raigad,2018,"Collective, Social And Individual Service",20233,342,9656,30231
Raigad,2019,Agriculture,1458,0,391,1849
Raigad,2019,Mining,1,2,257,260
Raigad,2019,Commodity Manufacturing,631,2839,59219,62689
Raigad,2019,"Electricity Generation, Gas, Water And Sewage Services",0,889,507,1396
Raigad,2019,Construction,1330,1145,311,2786
Raigad,2019,Wholesale And Retail Trade And Hotel Business,0,0,1903,1903
Raigad,2019,"Transportation, Warehousing And Transportation",1700,4732,4293,10725
Raigad,2019,"Finance, Insurance, Real Estate And Trade Services",50,1310,1508,2868
Raigad,2019,"Collective, Social And Individual Service",20206,342,9992,30540
Raigad,2020,Agriculture,1455,0,426,1881
Raigad,2020,Mining,1,2,248,251
Raigad,2020,Commodity Manufacturing,270,2997,58765,62032
Raigad,2020,"Electricity Generation, Gas, Water And Sewage Services",0,889,563,1452
Raigad,2020,Construction,1330,1145,307,2782
Raigad,2020,Wholesale And Retail Trade And Hotel Business,0,0,1574,1574
Raigad,2020,"Transportation, Warehousing And Transportation",4663,1769,4167,10599
Raigad,2020,"Finance, Insurance, Real Estate And Trade Services",50,1310,1485,2845
Raigad,2020,"Collective, Social And Individual Service",20589,342,9974,30905
Raigad,2021,Agriculture,1455,0,522,1977
Raigad,2021,Mining,1,2,252,255
Raigad,2021,Commodity Manufacturing,270,2930,60783,63983
Raigad,2021,"Electricity Generation, Gas, Water And Sewage Services",0,889,643,1532
Raigad,2021,Construction,1330,1145,329,2804
Raigad,2021,Wholesale And Retail Trade And Hotel Business,0,0,1589,1589
Raigad,2021,"Transportation, Warehousing And Transportation",1700,4656,4193,10549
Raigad,2021,"Finance, Insurance, Real Estate And Trade Services",50,1310,1515,2875
Raigad,2021,"Collective, Social And Individual Service",20534,342,9963,30839
Ratnagiri,2006,Agriculture,194,42,726,962
Ratnagiri,2006,Mining,0,0,0,0
Ratnagiri,2006,Commodity Manufacturing,116,0,5353,5469
Ratnagiri,2006,"Electricity Generation, Gas, Water And Sewage Services",0,1701,0,1701
Ratnagiri,2006,Construction,1824,1884,0,3708
Ratnagiri,2006,Wholesale And Retail Trade And Hotel Business,0,0,336,336
Ratnagiri,2006,"Transportation, Warehousing And Transportation",40,3679,15,3734
Ratnagiri,2006,"Finance, Insurance, Real Estate And Trade Services",895,1249,1768,3912
Ratnagiri,2006,"Collective, Social And Individual Service",5584,13115,5077,23776
Ratnagiri,2008,Agriculture,187,34,790,1011
Ratnagiri,2008,Mining,0,0,0,0
Ratnagiri,2008,Commodity Manufacturing,101,0,5530,5631
Ratnagiri,2008,"Electricity Generation, Gas, Water And Sewage Services",0,1624,0,1624
Ratnagiri,2008,Construction,1731,1936,0,3667
Ratnagiri,2008,Wholesale And Retail Trade And Hotel Business,0,0,296,296
Ratnagiri,2008,"Transportation, Warehousing And Transportation",43,3521,17,3581
Ratnagiri,2008,"Finance, Insurance, Real Estate And Trade Services",469,1634,1601,3704
Ratnagiri,2008,"Collective, Social And Individual Service",5563,12883,5440,23886
Ratnagiri,2009,Agriculture,176,36,454,666
Ratnagiri,2009,Mining,0,0,0,0
Ratnagiri,2009,Commodity Manufacturing,91,0,7580,7671
Ratnagiri,2009,"Electricity Generation, Gas, Water And Sewage Services",0,1615,281,1896
Ratnagiri,2009,Construction,1616,1920,15,3551
Ratnagiri,2009,Wholesale And Retail Trade And Hotel Business,0,0,375,375
Ratnagiri,2009,"Transportation, Warehousing And Transportation",40,3667,16,3723
Ratnagiri,2009,"Finance, Insurance, Real Estate And Trade Services",428,1698,1773,3899
Ratnagiri,2009,"Collective, Social And Individual Service",5561,12973,6983,25517
Ratnagiri,2010,Agriculture,164,39,441,644
Ratnagiri,2010,Mining,0,0,0,0
Ratnagiri,2010,Commodity Manufacturing,85,0,8007,8092
Ratnagiri,2010,"Electricity Generation, Gas, Water And Sewage Services",0,1775,383,2158
Ratnagiri,2010,Construction,1509,2024,15,3548
Ratnagiri,2010,Wholesale And Retail Trade And Hotel Business,0,0,369,369
Ratnagiri,2010,"Transportation, Warehousing And Transportation",44,3912,15,3971
Ratnagiri,2010,"Finance, Insurance, Real Estate And Trade Services",416,1694,1493,3603
Ratnagiri,2010,"Collective, Social And Individual Service",5695,12961,7214,25870
Ratnagiri,2011,Agriculture,168,37,449,654
Ratnagiri,2011,Mining,0,0,0,0
Ratnagiri,2011,Commodity Manufacturing,79,0,8344,8423
Ratnagiri,2011,"Electricity Generation, Gas, Water And Sewage Services",0,1701,404,2105
Ratnagiri,2011,Construction,1424,2070,15,3509
Ratnagiri,2011,Wholesale And Retail Trade And Hotel Business,0,0,364,364
Ratnagiri,2011,"Transportation, Warehousing And Transportation",43,4102,18,4163
Ratnagiri,2011,"Finance, Insurance, Real Estate And Trade Services",441,1760,1345,3546
Ratnagiri,2011,"Collective, Social And Individual Service",5688,13094,6451,25233
Ratnagiri,2012,Agriculture,161,26,425,612
Ratnagiri,2012,Mining,0,0,0,0
Ratnagiri,2012,Commodity Manufacturing,73,0,8705,8778
Ratnagiri,2012,"Electricity Generation, Gas, Water And Sewage Services",0,1653,414,2067
Ratnagiri,2012,Construction,1385,2071,15,3471
Ratnagiri,2012,Wholesale And Retail Trade And Hotel Business,0,0,373,373
Ratnagiri,2012,"Transportation, Warehousing And Transportation",42,3977,17,4036
Ratnagiri,2012,"Finance, Insurance, Real Estate And Trade Services",448,1715,1342,3505
Ratnagiri,2012,"Collective, Social And Individual Service",5763,13113,6485,25361
Ratnagiri,2013,Agriculture,144,14,0,158
Ratnagiri,2013,Mining,0,0,0,0
Ratnagiri,2013,Commodity Manufacturing,71,0,8401,8472
Ratnagiri,2013,"Electricity Generation, Gas, Water And Sewage Services",0,1654,407,2061
Ratnagiri,2013,Construction,1380,2070,15,3465
Ratnagiri,2013,Wholesale And Retail Trade And Hotel Business,0,0,359,359
Ratnagiri,2013,"Transportation, Warehousing And Transportation",39,3940,22,4001
Ratnagiri,2013,"Finance, Insurance, Real Estate And Trade Services",441,1688,1374,3503
Ratnagiri,2013,"Collective, Social And Individual Service",5743,13179,6208,25130
Ratnagiri,2014,Agriculture,170,23,55,248
Ratnagiri,2014,Mining,0,0,0,0
Ratnagiri,2014,Commodity Manufacturing,81,0,8801,8882
Ratnagiri,2014,"Electricity Generation, Gas, Water And Sewage Services",0,1675,420,2095
Ratnagiri,2014,Construction,1472,2124,18,3614
Ratnagiri,2014,Wholesale And Retail Trade And Hotel Business,0,0,370,370
Ratnagiri,2014,"Transportation, Warehousing And Transportation",52,3960,25,4037
Ratnagiri,2014,"Finance, Insurance, Real Estate And Trade Services",531,1918,1554,4003
Ratnagiri,2014,"Collective, Social And Individual Service",5803,13379,6333,25515
Ratnagiri,2015,Agriculture,147,18,0,165
Ratnagiri,2015,Mining,0,0,0,0
Ratnagiri,2015,Commodity Manufacturing,75,0,8510,8585
Ratnagiri,2015,"Electricity Generation, Gas, Water And Sewage Services",1,1677,410,2088
Ratnagiri,2015,Construction,1375,2081,17,3473
Ratnagiri,2015,Wholesale And Retail Trade And Hotel Business,0,0,360,360
Ratnagiri,2015,"Transportation, Warehousing And Transportation",42,3945,27,4014
Ratnagiri,2015,"Finance, Insurance, Real Estate And Trade Services",438,1677,1372,3487
Ratnagiri,2015,"Collective, Social And Individual Service",5745,13170,6201,25116
Ratnagiri,2016,Agriculture,153,17,0,170
Ratnagiri,2016,Mining,1,0,0,1
Ratnagiri,2016,Commodity Manufacturing,82,0,8583,8665
Ratnagiri,2016,"Electricity Generation, Gas, Water And Sewage Services",2,1690,421,2113
Ratnagiri,2016,Construction,1371,2086,19,3476
Ratnagiri,2016,Wholesale And Retail Trade And Hotel Business,0,0,364,364
Ratnagiri,2016,"Transportation, Warehousing And Transportation",47,4011,24,4082
Ratnagiri,2016,"Finance, Insurance, Real Estate And Trade Services",455,1690,1412,3557
Ratnagiri,2016,"Collective, Social And Individual Service",5772,13174,8315,27261
Ratnagiri,2017,Agriculture,174,189,1547,1910
Ratnagiri,2017,Mining,0,0,9,9
Ratnagiri,2017,Commodity Manufacturing,86,214,10490,10790
Ratnagiri,2017,"Electricity Generation, Gas, Water And Sewage Services",0,2739,441,3180
Ratnagiri,2017,Construction,1358,3544,79,4981
Ratnagiri,2017,Wholesale And Retail Trade And Hotel Business,0,0,501,501
Ratnagiri,2017,"Transportation, Warehousing And Transportation",33,4986,20,5039
Ratnagiri,2017,"Finance, Insurance, Real Estate And Trade Services",72,1476,1340,2888
Ratnagiri,2017,"Collective, Social And Individual Service",17,17,7,41
Ratnagiri,2018,Agriculture,29,29,1590,1656
Ratnagiri,2018,Mining,0,0,0,0
Ratnagiri,2018,Commodity Manufacturing,0,0,5389,5445
Ratnagiri,2018,"Electricity Generation, Gas, Water And Sewage Services",0,512,0,514
Ratnagiri,2018,Construction,0,2064,0,2066
Ratnagiri,2018,Wholesale And Retail Trade And Hotel Business,0,0,172,176
Ratnagiri,2018,"Transportation, Warehousing And Transportation",0,4419,111,4534
Ratnagiri,2018,"Finance, Insurance, Real Estate And Trade Services",0,0,841,855
Ratnagiri,2018,"Collective, Social And Individual Service",11,11,0,24
Ratnagiri,2019,Agriculture,173,188,1674,2035
Ratnagiri,2019,Mining,0,0,0,0
Ratnagiri,2019,Commodity Manufacturing,77,214,11220,11511
Ratnagiri,2019,"Electricity Generation, Gas, Water And Sewage Services",0,2732,554,3286
Ratnagiri,2019,Construction,3609,3609,257,7475
Ratnagiri,2019,Wholesale And Retail Trade And Hotel Business,0,0,752,752
Ratnagiri,2019,"Transportation, Warehousing And Transportation",32,5464,122,5618
Ratnagiri,2019,"Finance, Insurance, Real Estate And Trade Services",63,1497,1417,2977
Ratnagiri,2019,"Collective, Social And Individual Service",16,16,7,39
Ratnagiri,2020,Agriculture,,,,
Ratnagiri,2020,Mining,,,,
Ratnagiri,2020,Commodity Manufacturing,,,,
Ratnagiri,2020,"Electricity Generation, Gas, Water And Sewage Services",,,,
Ratnagiri,2020,Construction,,,,
Ratnagiri,2020,Wholesale And Retail Trade And Hotel Business,,,,
Ratnagiri,2020,"Transportation, Warehousing And Transportation",,,,
Ratnagiri,2020,"Finance, Insurance, Real Estate And Trade Services",,,,
Ratnagiri,2020,"Collective, Social And Individual Service",,,,
Ratnagiri,2021,Agriculture,268,310,1649,2227
Ratnagiri,2021,Mining,0,0,0,0
Ratnagiri,2021,Commodity Manufacturing,117,254,12204,12575
Ratnagiri,2021,"Electricity Generation, Gas, Water And Sewage Services",0,2714,599,3313
Ratnagiri,2021,Construction,3614,3614,1185,8413
Ratnagiri,2021,Wholesale And Retail Trade And Hotel Business,0,0,738,738
Ratnagiri,2021,"Transportation, Warehousing And Transportation",30,4945,156,5131
Ratnagiri,2021,"Finance, Insurance, Real Estate And Trade Services",67,1675,1279,3021
Ratnagiri,2021,"Collective, Social And Individual Service",10,10,7,27
Sindhudurg,2012,Agriculture,528,26,0,554
Sindhudurg,2012,Mining,0,0,112,112
Sindhudurg,2012,Commodity Manufacturing,40,1,2252,2293
Sindhudurg,2012,"Electricity Generation, Gas, Water And Sewage Services",0,417,0,417
Sindhudurg,2012,Construction,505,374,20,899
Sindhudurg,2012,Wholesale And Retail Trade And Hotel Business,0,0,654,654
Sindhudurg,2012,"Transportation, Warehousing And Transportation",0,2346,27,2373
Sindhudurg,2012,"Finance, Insurance, Real Estate And Trade Services",999,1136,1060,3195
Sindhudurg,2012,"Collective, Social And Individual Service",3549,6799,4099,14447
Sindhudurg,2013,Agriculture,530,31,50,611
Sindhudurg,2013,Mining,2,0,92,94
Sindhudurg,2013,Commodity Manufacturing,36,1,2114,2151
Sindhudurg,2013,"Electricity Generation, Gas, Water And Sewage Services",0,431,0,431
Sindhudurg,2013,Construction,464,376,13,853
Sindhudurg,2013,Wholesale And Retail Trade And Hotel Business,0,0,775,775
Sindhudurg,2013,"Transportation, Warehousing And Transportation",0,43,27,70
Sindhudurg,2013,"Finance, Insurance, Real Estate And Trade Services",1017,1217,1174,3408
Sindhudurg,2013,"Collective, Social And Individual Service",3691,6815,4149,14655
Sindhudurg,2014,Agriculture,597,31,148,776
Sindhudurg,2014,Mining,26,8,1375,1409
Sindhudurg,2014,Commodity Manufacturing,0,485,742,1227
Sindhudurg,2014,"Electricity Generation, Gas, Water And Sewage Services",344,2,13,359
Sindhudurg,2014,Construction,118,332,135,585
Sindhudurg,2014,Wholesale And Retail Trade And Hotel Business,1005,2504,607,4116
Sindhudurg,2014,"Transportation, Warehousing And Transportation",0,242,15,257
Sindhudurg,2014,"Finance, Insurance, Real Estate And Trade Services",34,992,1183,2209
Sindhudurg,2014,"Collective, Social And Individual Service",3726,6644,4234,14604
Sindhudurg,2015,Agriculture,604,31,145,780
Sindhudurg,2015,Mining,19,0,1416,1435
Sindhudurg,2015,Commodity Manufacturing,0,494,761,1255
Sindhudurg,2015,"Electricity Generation, Gas, Water And Sewage Services",212,2,13,227
Sindhudurg,2015,Construction,111,332,155,598
Sindhudurg,2015,Wholesale And Retail Trade And Hotel Business,982,2559,607,4148
Sindhudurg,2015,"Transportation, Warehousing And Transportation",0,225,0,225
Sindhudurg,2015,"Finance, Insurance, Real Estate And Trade Services",30,1022,1163,2215
Sindhudurg,2015,"Collective, Social And Individual Service",3080,6581,4216,13877
Sindhudurg,2016,Agriculture,604,31,145,780
Sindhudurg,2016,Mining,19,0,1416,1435
Sindhudurg,2016,Commodity Manufacturing,0,494,761,1255
Sindhudurg,2016,"Electricity Generation, Gas, Water And Sewage Services",212,2,13,227
Sindhudurg,2016,Construction,111,332,155,598
Sindhudurg,2016,Wholesale And Retail Trade And Hotel Business,982,2559,607,4148
Sindhudurg,2016,"Transportation, Warehousing And Transportation",0,225,0,225
Sindhudurg,2016,"Finance, Insurance, Real Estate And Trade Services",30,1022,1163,2215
Sindhudurg,2016,"Collective, Social And Individual Service",3080,6581,4216,13877
Sindhudurg,2017,Agriculture,1573,422,304,2299
