District,Year,Type of Court,Number of Functioning courts,Total Cases,Approved Judge Posts,Judge Positions Filled,Number of Regular Original Cases,Number of Miscellaneous Original Cases,Number of Regular Appeal Cases,Number of Miscellaneous Appeal Cases
Yavatmal,2013,Public Court,,6626,,,6626,,,
Yavatmal,2013,Labor Court,1,79,1,1,34,45,,
Yavatmal,2013,Industrial Court,1,28,1,1,10,3,11,4
Yavatmal,2013,Family Court,,,,,,,,
Yavatmal,2013,District Magistrate And Executive Magistrate,,2204,,,2116,21,60,7
Yavatmal,2013,Customer Forum,1,891,1,1,622,269,,
Yavatmal,2014,Civil Court,57,16803,57,57,6879,4566,913,4445
Yavatmal,2014,Criminal Court,49,53198,49,49,20396,30622,1801,379
Yavatmal,2014,Public Court,,9947,1,1,7397,2550,,
Yavatmal,2014,Labor Court,1,136,1,1,104,32,,
Yavatmal,2014,Industrial Court,1,391,1,0,98,293,0,0
Yavatmal,2014,Family Court,,,,,,,,
Yavatmal,2014,District Magistrate And Executive Magistrate,28,5135,33,33,4462,624,47,2
Yavatmal,2014,Customer Forum,1,959,3,2,660,299,,
Yavatmal,2015,Civil Court,60,9333,60,60,3158,3307,1167,1701
Yavatmal,2015,Criminal Court,48,40367,48,48,17649,19673,2034,1011
Yavatmal,2015,Public Court,,7841,,,7841,0,0,0
Yavatmal,2015,Labor Court,1,391,1,1,287,104,0,0
Yavatmal,2015,Industrial Court,1,191,1,1,92,47,39,13
Yavatmal,2015,Family Court,,,,,,,,
Yavatmal,2015,District Magistrate And Executive Magistrate,28,5883,66,66,5522,9,260,92
Yavatmal,2015,Customer Forum,1,12897,3,2,10941,1956,0,0
Yavatmal,2016,Civil Court,72,12463,72,72,3502,4695,1427,2839
Yavatmal,2016,Criminal Court,60,42486,60,60,19363,20692,1496,935
Yavatmal,2016,Public Court,0,9182,0,0,9182,0,0,0
Yavatmal,2016,Labor Court,1,509,1,1,351,158,0,0
Yavatmal,2016,Industrial Court,1,343,1,1,223,36,84,0
Yavatmal,2016,Family Court,,,,,,,,
Yavatmal,2016,District Magistrate And Executive Magistrate,56,4875,56,70,4762,18,69,26
Yavatmal,2016,Customer Forum,1,958,3,2,674,284,0,0
Yavatmal,2017,Civil Court,64,8861,64,64,3020,5391,321,129
Yavatmal,2017,Criminal Court,56,37912,56,56,17587,19936,184,205
Yavatmal,2017,Public Court,0,7984,0,0,7487,249,61,187
Yavatmal,2017,Labor Court,1,591,1,1,225,366,0,0
Yavatmal,2017,Industrial Court,1,251,1,1,185,6,60,0
Yavatmal,2017,Family Court,,,,,,,,
Yavatmal,2017,District Magistrate And Executive Magistrate,56,7702,75,72,7640,0,62,0
Yavatmal,2017,Customer Forum,1,1041,3,3,761,280,0,0
Yavatmal,2018,Civil Court,63,9518,63,63,3259,3411,1163,1685
Yavatmal,2018,Criminal Court,55,33455,55,55,14449,15503,2134,1369
Yavatmal,2018,Public Court,0,5542,0,0,5542,0,0,0
Yavatmal,2018,Labor Court,1,232,1,1,146,86,0,0
Yavatmal,2018,Industrial Court,1,128,1,1,97,13,18,0
Yavatmal,2018,Family Court,,,,,,,,
Yavatmal,2018,District Magistrate And Executive Magistrate,56,5104,63,49,4973,32,99,0
Yavatmal,2018,Customer Forum,1,1022,1,1,704,318,0,0
Yavatmal,2019,Civil Court,59,8879,59,59,3049,3583,1123,1124
Yavatmal,2019,Criminal Court,52,44621,52,52,19874,21101,2479,1167
Yavatmal,2019,Public Court,0,4574,0,0,4574,0,0,0
Yavatmal,2019,Labor Court,1,325,1,1,280,45,0,0
Yavatmal,2019,Industrial Court,1,572,1,1,501,24,47,0
Yavatmal,2019,Family Court,,,,,,,,
Yavatmal,2019,District Magistrate And Executive Magistrate,56,5433,62,56,3884,1372,177,0
Yavatmal,2019,Customer Forum,1,1165,3,2,830,335,0,0
Yavatmal,2020,Civil Court,59,4695,59,56,1142,3509,41,3
Yavatmal,2020,Criminal Court,60,20642,60,57,7791,12780,46,25
Yavatmal,2020,Public Court,0,1429,0,0,1429,0,0,0
Yavatmal,2020,Labor Court,1,87,1,1,25,62,0,0
Yavatmal,2020,Industrial Court,1,634,1,1,560,0,74,0
Yavatmal,2020,Family Court,,,,,,,,
Yavatmal,2020,District Magistrate And Executive Magistrate,57,7000,78,66,5405,772,50,773
Yavatmal,2020,Customer Forum,1,15380,3,2,12871,2509,0,0
Yavatmal,2021,Civil Court,60,7221,60,60,6335,886,84,13
Yavatmal,2021,Criminal Court,61,34233,61,61,21666,12567,59,8
Yavatmal,2021,Public Court,0,25062,0,0,25062,0,0,0
Yavatmal,2021,Labor Court,1,966,1,1,92,132,0,0
Yavatmal,2021,Industrial Court,1,680,1,1,35,10,12,4
Yavatmal,2021,Family Court,1,584,1,1,947,33,0,0
Yavatmal,2021,District Magistrate And Executive Magistrate,54,6171,77,66,5936,91,163,0
Yavatmal,2021,Customer Forum,1,1400,3,2,1065,335,0,0
